,date,count,Year,Month,Week,Day,Day of Week,Day of Year
2752,2021-07-15,115425.0,2021,7,28,15,3,196
2753,2021-07-16,111188.0,2021,7,28,16,4,197
2754,2021-07-17,84638.0,2021,7,28,17,5,198
2755,2021-07-18,102932.0,2021,7,28,18,6,199
2756,2021-07-19,105440.0,2021,7,29,19,0,200
2757,2021-07-20,114619.0,2021,7,29,20,1,201
2758,2021-07-21,111494.0,2021,7,29,21,2,202
2759,2021-07-22,121831.0,2021,7,29,22,3,203
2760,2021-07-23,115744.0,2021,7,29,23,4,204
2761,2021-07-24,128839.0,2021,7,29,24,5,205
2762,2021-07-25,101150.0,2021,7,29,25,6,206
2763,2021-07-26,101400.0,2021,7,30,26,0,207
2764,2021-07-27,109019.0,2021,7,30,27,1,208
2765,2021-07-28,115661.0,2021,7,30,28,2,209
2766,2021-07-29,78017.0,2021,7,30,29,3,210
2767,2021-07-30,119071.0,2021,7,30,30,4,211
2768,2021-07-31,125648.0,2021,7,30,31,5,212
2769,2021-01-08,37550.0,2021,1,1,8,4,8
2770,2021-02-08,18625.0,2021,2,6,8,0,39
2771,2021-03-08,38852.0,2021,3,10,8,0,67
2772,2021-04-08,82450.0,2021,4,14,8,3,98
2773,2021-05-08,60515.0,2021,5,18,8,5,128
2774,2021-06-08,76305.0,2021,6,23,8,1,159
2775,2021-07-08,76683.0,2021,7,27,8,3,189
2776,2021-08-08,77930.0,2021,8,31,8,6,220
2777,2021-09-08,116473.0,2021,9,36,8,2,251
2778,2021-10-08,119020.0,2021,10,40,8,4,281
2779,2021-11-08,87209.0,2021,11,45,8,0,312
2780,2021-12-08,67641.0,2021,12,49,8,2,342
2781,2021-08-13,101839.0,2021,8,32,13,4,225
2782,2021-08-14,115156.0,2021,8,32,14,5,226
2783,2021-08-15,112220.0,2021,8,32,15,6,227
2784,2021-08-16,105156.0,2021,8,33,16,0,228
2785,2021-08-17,110505.0,2021,8,33,17,1,229
2786,2021-08-18,109732.0,2021,8,33,18,2,230
2787,2021-08-19,108220.0,2021,8,33,19,3,231
2788,2021-08-20,105640.0,2021,8,33,20,4,232
2789,2021-08-21,99744.0,2021,8,33,21,5,233
2790,2021-08-22,16248.0,2021,8,33,22,6,234
2791,2021-08-23,79361.0,2021,8,34,23,0,235
2792,2021-08-24,112699.0,2021,8,34,24,1,236
2793,2021-08-25,110120.0,2021,8,34,25,2,237
2794,2021-08-26,107013.0,2021,8,34,26,3,238
2795,2021-08-27,91603.0,2021,8,34,27,4,239
2796,2021-08-28,107608.0,2021,8,34,28,5,240
2797,2021-08-29,105702.0,2021,8,34,29,6,241
2798,2021-08-30,104142.0,2021,8,35,30,0,242
2799,2021-08-31,115250.0,2021,8,35,31,1,243
2800,2021-01-09,35055.0,2021,1,1,9,5,9
2801,2021-02-09,22637.0,2021,2,6,9,1,40
2802,2021-03-09,60895.0,2021,3,10,9,1,68
2803,2021-04-09,68947.0,2021,4,14,9,4,99
2804,2021-05-09,54116.0,2021,5,18,9,6,129
2805,2021-06-09,114586.0,2021,6,23,9,2,160
2806,2021-07-09,88745.0,2021,7,27,9,4,190
2807,2021-08-09,99248.0,2021,8,32,9,0,221
2808,2021-09-09,79858.0,2021,9,36,9,3,252
2809,2021-10-09,111187.0,2021,10,40,9,5,282
2810,2021-11-09,99379.0,2021,11,45,9,1,313
2811,2021-12-09,68336.0,2021,12,49,9,3,343
2812,2021-09-13,109064.0,2021,9,37,13,0,256
2813,2021-09-14,121746.0,2021,9,37,14,1,257
2814,2021-09-15,121914.0,2021,9,37,15,2,258
2815,2021-09-16,113093.0,2021,9,37,16,3,259
2816,2021-09-17,115409.0,2021,9,37,17,4,260
2817,2021-09-18,128938.0,2021,9,37,18,5,261
2818,2021-09-19,120322.0,2021,9,37,19,6,262
2819,2021-09-20,112323.0,2021,9,38,20,0,263
2820,2021-09-21,116513.0,2021,9,38,21,1,264
2821,2021-09-22,116744.0,2021,9,38,22,2,265
2822,2021-09-23,88922.0,2021,9,38,23,3,266
2823,2021-09-24,119439.0,2021,9,38,24,4,267
2824,2021-09-25,129312.0,2021,9,38,25,5,268
2825,2021-09-26,117058.0,2021,9,38,26,6,269
2826,2021-09-27,109812.0,2021,9,39,27,0,270
2827,2021-09-28,99300.0,2021,9,39,28,1,271
2828,2021-09-29,114803.0,2021,9,39,29,2,272
2829,2021-09-30,115662.0,2021,9,39,30,3,273
2830,2021-01-10,35796.0,2021,1,1,10,6,10
2831,2021-02-10,28428.0,2021,2,6,10,2,41
2832,2021-03-10,55416.0,2021,3,10,10,2,69
2833,2021-04-10,88727.0,2021,4,14,10,5,100
2834,2021-05-10,72062.0,2021,5,19,10,0,130
2835,2021-06-10,123932.0,2021,6,23,10,3,161
2836,2021-07-10,112519.0,2021,7,27,10,5,191
2837,2021-08-10,95270.0,2021,8,32,10,1,222
2838,2021-09-10,130380.0,2021,9,36,10,4,253
2839,2021-10-10,71328.0,2021,10,40,10,6,283
2840,2021-11-10,100902.0,2021,11,45,10,2,314
2841,2021-12-10,77666.0,2021,12,49,10,4,344
2842,2021-10-13,112967.0,2021,10,41,13,2,286
2843,2021-10-14,119721.0,2021,10,41,14,3,287
2844,2021-10-15,122191.0,2021,10,41,15,4,288
2845,2021-10-16,102467.0,2021,10,41,16,5,289
2846,2021-10-17,93828.0,2021,10,41,17,6,290
2847,2021-10-18,89733.0,2021,10,42,18,0,291
2848,2021-10-19,102924.0,2021,10,42,19,1,292
2849,2021-10-20,115240.0,2021,10,42,20,2,293
2850,2021-10-21,117089.0,2021,10,42,21,3,294
2851,2021-10-22,114801.0,2021,10,42,22,4,295
2852,2021-10-23,93948.0,2021,10,42,23,5,296
2853,2021-10-24,87751.0,2021,10,42,24,6,297
2854,2021-10-25,94873.0,2021,10,43,25,0,298
2855,2021-10-26,49194.0,2021,10,43,26,1,299
2856,2021-10-27,100831.0,2021,10,43,27,2,300
2857,2021-10-28,103717.0,2021,10,43,28,3,301
2858,2021-10-29,85040.0,2021,10,43,29,4,302
2859,2021-10-30,81674.0,2021,10,43,30,5,303
2860,2021-10-31,88178.0,2021,10,43,31,6,304
2861,2021-01-11,36472.0,2021,1,2,11,0,11
2862,2021-02-11,23129.0,2021,2,6,11,3,42
2863,2021-03-11,69118.0,2021,3,10,11,3,70
2864,2021-04-11,20379.0,2021,4,14,11,6,101
2865,2021-05-11,90275.0,2021,5,19,11,1,131
2866,2021-06-11,110546.0,2021,6,23,11,4,162
2867,2021-07-11,106421.0,2021,7,27,11,6,192
2868,2021-08-11,100841.0,2021,8,32,11,2,223
2869,2021-09-11,137852.0,2021,9,36,11,5,254
2870,2021-10-11,99883.0,2021,10,41,11,0,284
2871,2021-11-11,95509.0,2021,11,45,11,3,315
2872,2021-12-11,65939.0,2021,12,49,11,5,345
2873,2021-11-13,73485.0,2021,11,45,13,5,317
2874,2021-11-14,65091.0,2021,11,45,14,6,318
2875,2021-11-15,70243.0,2021,11,46,15,0,319
2876,2021-11-16,79493.0,2021,11,46,16,1,320
2877,2021-11-17,87909.0,2021,11,46,17,2,321
2878,2021-11-18,97343.0,2021,11,46,18,3,322
2879,2021-11-19,76272.0,2021,11,46,19,4,323
2880,2021-11-20,71714.0,2021,11,46,20,5,324
2881,2021-11-21,67371.0,2021,11,46,21,6,325
2882,2021-11-22,65412.0,2021,11,47,22,0,326
2883,2021-11-23,62846.0,2021,11,47,23,1,327
2884,2021-11-24,59110.0,2021,11,47,24,2,328
2885,2021-11-25,35916.0,2021,11,47,25,3,329
2886,2021-11-26,32813.0,2021,11,47,26,4,330
2887,2021-11-27,38428.0,2021,11,47,27,5,331
2888,2021-11-28,42778.0,2021,11,47,28,6,332
2889,2021-11-29,60098.0,2021,11,48,29,0,333
2890,2021-11-30,65929.0,2021,11,48,30,1,334
2891,2021-01-12,42749.0,2021,1,2,12,1,12
2892,2021-02-12,26194.0,2021,2,6,12,4,43
2893,2021-03-12,70350.0,2021,3,10,12,4,71
2894,2021-04-12,33929.0,2021,4,15,12,0,102
2895,2021-05-12,96187.0,2021,5,19,12,2,132
2896,2021-06-12,119714.0,2021,6,23,12,5,163
2897,2021-07-12,90157.0,2021,7,28,12,0,193
2898,2021-08-12,102934.0,2021,8,32,12,3,224
2899,2021-09-12,120785.0,2021,9,36,12,6,255
2900,2021-10-12,111148.0,2021,10,41,12,1,285
2901,2021-11-12,72018.0,2021,11,45,12,4,316
2902,2021-12-12,63767.0,2021,12,49,12,6,346
2903,2021-12-13,70076.0,2021,12,50,13,0,347
2904,2021-12-14,77685.0,2021,12,50,14,1,348
2905,2021-12-15,75132.0,2021,12,50,15,2,349
2906,2021-12-16,82883.0,2021,12,50,16,3,350
2907,2021-12-17,80411.0,2021,12,50,17,4,351
2908,2021-12-18,40610.0,2021,12,50,18,5,352
2909,2021-12-19,41435.0,2021,12,50,19,6,353
2910,2021-12-20,46789.0,2021,12,51,20,0,354
2911,2021-12-21,52297.0,2021,12,51,21,1,355
2912,2021-12-22,43083.0,2021,12,51,22,2,356
2913,2021-12-23,42312.0,2021,12,51,23,3,357
2914,2021-12-24,32192.0,2021,12,51,24,4,358
2915,2021-12-25,16804.0,2021,12,51,25,5,359
2916,2021-12-26,32644.0,2021,12,51,26,6,360
2917,2021-12-27,32525.0,2021,12,52,27,0,361
2918,2021-12-28,41862.0,2021,12,52,28,1,362
2919,2021-12-29,40747.0,2021,12,52,29,2,363
2920,2021-12-30,48208.0,2021,12,52,30,3,364
2921,2021-12-31,50164.0,2021,12,52,31,4,365
