,date,count,Year,Month,Week,Day,Day of Week,Day of Year
1257,2017-11-06,58643.0,2017,11,45,6,0,310
1258,2017-12-06,47172.0,2017,12,49,6,2,340
1259,2017-06-13,62056.0,2017,6,24,13,1,164
1260,2017-06-14,61574.0,2017,6,24,14,2,165
1261,2017-06-15,65970.0,2017,6,24,15,3,166
1262,2017-06-16,57443.0,2017,6,24,16,4,167
1263,2017-06-17,35537.0,2017,6,24,17,5,168
1264,2017-06-18,50293.0,2017,6,24,18,6,169
1265,2017-06-19,39117.0,2017,6,25,19,0,170
1266,2017-06-20,65892.0,2017,6,25,20,1,171
1267,2017-06-21,68417.0,2017,6,25,21,2,172
1268,2017-06-22,67596.0,2017,6,25,22,3,173
1269,2017-06-23,56438.0,2017,6,25,23,4,174
1270,2017-06-24,53068.0,2017,6,25,24,5,175
1271,2017-06-25,55608.0,2017,6,25,25,6,176
1272,2017-06-26,63903.0,2017,6,26,26,0,177
1273,2017-06-27,66034.0,2017,6,26,27,1,178
1274,2017-06-28,69041.0,2017,6,26,28,2,179
1275,2017-06-29,65564.0,2017,6,26,29,3,180
1276,2017-06-30,59811.0,2017,6,26,30,4,181
1277,2017-01-07,4497.0,2017,1,1,7,5,7
1278,2017-02-07,23531.0,2017,2,6,7,1,38
1279,2017-03-07,30239.0,2017,3,10,7,1,66
1280,2017-04-07,36387.0,2017,4,14,7,4,97
1281,2017-05-07,34803.0,2017,5,18,7,6,127
1282,2017-06-07,65606.0,2017,6,23,7,2,158
1283,2017-07-07,44960.0,2017,7,27,7,4,188
1284,2017-08-07,23937.0,2017,8,32,7,0,219
1285,2017-09-07,70797.0,2017,9,36,7,3,250
1286,2017-10-07,64728.0,2017,10,40,7,5,280
1287,2017-11-07,37018.0,2017,11,45,7,1,311
1288,2017-12-07,46238.0,2017,12,49,7,3,341
1289,2017-07-13,57627.0,2017,7,28,13,3,194
1290,2017-07-14,32574.0,2017,7,28,14,4,195
1291,2017-07-15,57446.0,2017,7,28,15,5,196
1292,2017-07-16,57892.0,2017,7,28,16,6,197
1293,2017-07-17,63812.0,2017,7,29,17,0,198
1294,2017-07-18,67529.0,2017,7,29,18,1,199
1295,2017-07-19,65175.0,2017,7,29,19,2,200
1296,2017-07-20,60897.0,2017,7,29,20,3,201
1297,2017-07-21,61301.0,2017,7,29,21,4,202
1298,2017-07-22,48873.0,2017,7,29,22,5,203
1299,2017-07-23,47779.0,2017,7,29,23,6,204
1300,2017-07-24,44702.0,2017,7,30,24,0,205
1301,2017-07-25,66620.0,2017,7,30,25,1,206
1302,2017-07-26,71672.0,2017,7,30,26,2,207
1303,2017-07-27,67066.0,2017,7,30,27,3,208
1304,2017-07-28,65089.0,2017,7,30,28,4,209
1305,2017-07-29,53897.0,2017,7,30,29,5,210
1306,2017-07-30,60402.0,2017,7,30,30,6,211
1307,2017-07-31,65523.0,2017,7,31,31,0,212
1308,2017-01-08,6522.0,2017,1,1,8,6,8
1309,2017-02-08,41127.0,2017,2,6,8,2,39
1310,2017-03-08,44202.0,2017,3,10,8,2,67
1311,2017-04-08,36478.0,2017,4,14,8,5,98
1312,2017-05-08,52441.0,2017,5,19,8,0,128
1313,2017-06-08,63809.0,2017,6,23,8,3,159
1314,2017-07-08,55996.0,2017,7,27,8,5,189
1315,2017-08-08,66481.0,2017,8,32,8,1,220
1316,2017-09-08,70874.0,2017,9,36,8,4,251
1317,2017-10-08,41748.0,2017,10,40,8,6,281
1318,2017-11-08,55257.0,2017,11,45,8,2,312
1319,2017-12-08,42058.0,2017,12,49,8,4,342
1320,2017-08-13,58525.0,2017,8,32,13,6,225
1321,2017-08-14,62708.0,2017,8,33,14,0,226
1322,2017-08-15,53572.0,2017,8,33,15,1,227
1323,2017-08-16,69833.0,2017,8,33,16,2,228
1324,2017-08-17,68065.0,2017,8,33,17,3,229
1325,2017-08-18,37375.0,2017,8,33,18,4,230
1326,2017-08-19,63438.0,2017,8,33,19,5,231
1327,2017-08-20,56536.0,2017,8,33,20,6,232
1328,2017-08-21,62291.0,2017,8,34,21,0,233
1329,2017-08-22,61767.0,2017,8,34,22,1,234
1330,2017-08-23,66396.0,2017,8,34,23,2,235
1331,2017-08-24,67609.0,2017,8,34,24,3,236
1332,2017-08-25,65491.0,2017,8,34,25,4,237
1333,2017-08-26,51025.0,2017,8,34,26,5,238
1334,2017-08-27,55578.0,2017,8,34,27,6,239
1335,2017-08-28,62062.0,2017,8,35,28,0,240
1336,2017-08-29,35914.0,2017,8,35,29,1,241
1337,2017-08-30,66621.0,2017,8,35,30,2,242
1338,2017-08-31,66146.0,2017,8,35,31,3,243
1339,2017-01-09,16174.0,2017,1,2,9,0,9
1340,2017-01-09,16174.0,2017,1,2,9,0,9
1341,2017-03-09,45972.0,2017,3,10,9,3,68
1342,2017-04-09,44651.0,2017,4,14,9,6,99
1343,2017-05-09,57485.0,2017,5,19,9,1,129
1344,2017-06-09,67696.0,2017,6,23,9,4,160
1345,2017-07-09,58133.0,2017,7,27,9,6,190
1346,2017-08-09,69194.0,2017,8,32,9,2,221
1347,2017-09-09,61108.0,2017,9,36,9,5,252
1348,2017-10-09,39247.0,2017,10,41,9,0,282
1349,2017-11-09,59434.0,2017,11,45,9,3,313
1350,2017-12-09,10963.0,2017,12,49,9,5,343
1351,2017-09-13,70794.0,2017,9,37,13,2,256
1352,2017-09-14,73366.0,2017,9,37,14,3,257
1353,2017-09-15,73639.0,2017,9,37,15,4,258
1354,2017-09-16,62045.0,2017,9,37,16,5,259
1355,2017-09-17,60967.0,2017,9,37,17,6,260
1356,2017-09-18,65366.0,2017,9,38,18,0,261
1357,2017-09-19,59015.0,2017,9,38,19,1,262
1358,2017-09-20,72482.0,2017,9,38,20,2,263
1359,2017-09-21,69088.0,2017,9,38,21,3,264
1360,2017-09-22,71430.0,2017,9,38,22,4,265
1361,2017-09-23,63764.0,2017,9,38,23,5,266
1362,2017-09-24,58420.0,2017,9,38,24,6,267
1363,2017-09-25,70415.0,2017,9,39,25,0,268
1364,2017-09-26,72359.0,2017,9,39,26,1,269
1365,2017-09-27,71007.0,2017,9,39,27,2,270
1366,2017-09-28,72084.0,2017,9,39,28,3,271
1367,2017-09-29,68375.0,2017,9,39,29,4,272
1368,2017-09-30,51038.0,2017,9,39,30,5,273
1369,2017-01-10,23637.0,2017,1,2,10,1,10
1370,2017-02-10,2049.0,2017,2,6,10,4,41
1371,2017-03-10,18731.0,2017,3,10,10,4,69
1372,2017-04-10,51234.0,2017,4,15,10,0,100
1373,2017-05-10,59415.0,2017,5,19,10,2,130
1374,2017-06-10,58066.0,2017,6,23,10,5,161
1375,2017-07-10,62112.0,2017,7,28,10,0,191
1376,2017-08-10,67617.0,2017,8,32,10,3,222
1377,2017-09-10,61687.0,2017,9,36,10,6,253
1378,2017-10-10,75586.0,2017,10,41,10,1,283
1379,2017-11-10,39196.0,2017,11,45,10,4,314
1380,2017-12-10,20076.0,2017,12,49,10,6,344
1381,2017-10-13,68355.0,2017,10,41,13,4,286
1382,2017-10-14,59671.0,2017,10,41,14,5,287
1383,2017-10-15,57411.0,2017,10,41,15,6,288
1384,2017-10-16,62971.0,2017,10,42,16,0,289
1385,2017-10-17,65711.0,2017,10,42,17,1,290
1386,2017-10-18,71558.0,2017,10,42,18,2,291
1387,2017-10-19,73604.0,2017,10,42,19,3,292
1388,2017-10-20,73519.0,2017,10,42,20,4,293
1389,2017-10-21,66886.0,2017,10,42,21,5,294
1390,2017-10-22,63114.0,2017,10,42,22,6,295
1391,2017-10-23,70523.0,2017,10,43,23,0,296
1392,2017-10-24,49012.0,2017,10,43,24,1,297
1393,2017-10-25,72535.0,2017,10,43,25,2,298
1394,2017-10-26,65105.0,2017,10,43,26,3,299
1395,2017-10-27,70412.0,2017,10,43,27,4,300
1396,2017-10-28,62322.0,2017,10,43,28,5,301
1397,2017-10-29,9731.0,2017,10,43,29,6,302
1398,2017-10-30,50197.0,2017,10,44,30,0,303
1399,2017-10-31,61369.0,2017,10,44,31,1,304
1400,2017-01-11,32988.0,2017,1,2,11,2,11
1401,2017-02-11,9169.0,2017,2,6,11,5,42
1402,2017-03-11,15446.0,2017,3,10,11,5,70
1403,2017-04-11,58221.0,2017,4,15,11,1,101
1404,2017-05-11,58224.0,2017,5,19,11,3,131
1405,2017-06-11,52318.0,2017,6,23,11,6,162
1406,2017-07-11,62930.0,2017,7,28,11,1,192
1407,2017-08-11,64423.0,2017,8,32,11,4,223
1408,2017-09-11,73225.0,2017,9,37,11,0,254
1409,2017-10-11,64879.0,2017,10,41,11,2,284
1410,2017-11-11,28595.0,2017,11,45,11,5,315
1411,2017-12-11,42625.0,2017,12,50,11,0,345
1412,2017-11-13,39500.0,2017,11,46,13,0,317
1413,2017-11-14,53212.0,2017,11,46,14,1,318
1414,2017-11-15,55209.0,2017,11,46,15,2,319
1415,2017-11-16,50638.0,2017,11,46,16,3,320
1416,2017-11-17,49846.0,2017,11,46,17,4,321
1417,2017-11-18,28214.0,2017,11,46,18,5,322
1418,2017-11-19,32051.0,2017,11,46,19,6,323
1419,2017-11-20,45968.0,2017,11,47,20,0,324
1420,2017-11-21,53383.0,2017,11,47,21,1,325
1421,2017-11-22,32983.0,2017,11,47,22,2,326
1422,2017-11-23,13985.0,2017,11,47,23,3,327
1423,2017-11-24,24171.0,2017,11,47,24,4,328
1424,2017-11-25,30956.0,2017,11,47,25,5,329
1425,2017-11-26,27675.0,2017,11,47,26,6,330
1426,2017-11-27,47633.0,2017,11,48,27,0,331
1427,2017-11-28,52080.0,2017,11,48,28,1,332
1428,2017-11-29,56245.0,2017,11,48,29,2,333
1429,2017-11-30,52661.0,2017,11,48,30,3,334
1430,2017-01-12,40438.0,2017,1,2,12,3,12
1431,2017-02-12,5876.0,2017,2,6,12,6,43
1432,2017-03-12,13688.0,2017,3,10,12,6,71
1433,2017-04-12,52005.0,2017,4,15,12,2,102
1434,2017-05-12,57636.0,2017,5,19,12,4,132
1435,2017-06-12,59037.0,2017,6,24,12,0,163
1436,2017-07-12,63021.0,2017,7,28,12,2,193
1437,2017-08-12,61572.0,2017,8,32,12,5,224
1438,2017-09-12,75917.0,2017,9,37,12,1,255
1439,2017-10-12,62485.0,2017,10,41,12,3,285
1440,2017-11-12,32957.0,2017,11,45,12,6,316
1441,2017-12-12,43414.0,2017,12,50,12,1,346
1442,2017-12-13,33177.0,2017,12,50,13,2,347
1443,2017-12-14,27977.0,2017,12,50,14,3,348
1444,2017-12-15,23367.0,2017,12,50,15,4,349
1445,2017-12-16,19350.0,2017,12,50,16,5,350
1446,2017-12-17,22724.0,2017,12,50,17,6,351
1447,2017-12-18,40882.0,2017,12,51,18,0,352
1448,2017-12-19,50310.0,2017,12,51,19,1,353
1449,2017-12-20,42158.0,2017,12,51,20,2,354
1450,2017-12-21,38294.0,2017,12,51,21,3,355
1451,2017-12-22,34950.0,2017,12,51,22,4,356
1452,2017-12-23,9821.0,2017,12,51,23,5,357
1453,2017-12-24,13482.0,2017,12,51,24,6,358
1454,2017-12-25,6584.0,2017,12,52,25,0,359
1455,2017-12-26,14438.0,2017,12,52,26,1,360
1456,2017-12-27,16740.0,2017,12,52,27,2,361
1457,2017-12-28,13709.0,2017,12,52,28,3,362
1458,2017-12-29,14029.0,2017,12,52,29,4,363
1459,2017-12-30,6086.0,2017,12,52,30,5,364
1460,2017-12-31,6707.0,2017,12,52,31,6,365
1461,2018-01-01,5601.0,2018,1,1,1,0,1
1462,2018-02-01,36172.0,2018,2,5,1,3,32
1463,2018-03-01,46373.0,2018,3,9,1,3,60
1464,2018-04-01,33644.0,2018,4,13,1,6,91
1465,2018-05-01,73259.0,2018,5,18,1,1,121
1466,2018-06-01,64121.0,2018,6,22,1,4,152
1467,2018-07-01,46125.0,2018,7,26,1,6,182
1468,2018-08-01,65975.0,2018,8,31,1,2,213
1469,2018-09-01,55238.0,2018,9,35,1,5,244
1470,2018-10-01,72886.0,2018,10,40,1,0,274
1471,2018-11-01,74596.0,2018,11,44,1,3,305
1472,2018-12-01,38147.0,2018,12,48,1,5,335
1473,2018-01-13,18062.0,2018,1,2,13,5,13
1474,2018-01-14,12590.0,2018,1,2,14,6,14
1475,2018-01-15,17934.0,2018,1,3,15,0,15
1476,2018-01-16,30803.0,2018,1,3,16,1,16
1477,2018-01-17,19412.0,2018,1,3,17,2,17
1478,2018-01-18,28132.0,2018,1,3,18,3,18
1479,2018-01-19,31067.0,2018,1,3,19,4,19
1480,2018-01-20,29013.0,2018,1,3,20,5,20
1481,2018-01-21,28365.0,2018,1,3,21,6,21
1482,2018-01-22,37531.0,2018,1,4,22,0,22
1483,2018-01-23,29321.0,2018,1,4,23,1,23
1484,2018-01-24,36693.0,2018,1,4,24,2,24
1485,2018-01-25,31732.0,2018,1,4,25,3,25
1486,2018-01-26,33661.0,2018,1,4,26,4,26
1487,2018-01-27,34858.0,2018,1,4,27,5,27
1488,2018-01-28,20388.0,2018,1,4,28,6,28
1489,2018-01-29,37493.0,2018,1,5,29,0,29
1490,2018-01-30,28481.0,2018,1,5,30,1,30
1491,2018-01-31,31801.0,2018,1,5,31,2,31
1492,2018-01-02,19212.0,2018,1,1,2,1,2
1493,2018-02-02,26807.0,2018,2,5,2,4,33
1494,2018-03-02,6987.0,2018,3,9,2,4,61
1495,2018-04-02,22460.0,2018,4,14,2,0,92
1496,2018-05-02,78048.0,2018,5,18,2,2,122
1497,2018-06-02,61454.0,2018,6,22,2,5,153
1498,2018-07-02,60081.0,2018,7,27,2,0,183
1499,2018-08-02,71331.0,2018,8,31,2,3,214
1500,2018-09-02,61802.0,2018,9,35,2,6,245
1501,2018-10-02,74812.0,2018,10,40,2,1,275
1502,2018-11-02,64091.0,2018,11,44,2,4,306
1503,2018-12-02,18504.0,2018,12,48,2,6,336
1504,2018-02-13,35827.0,2018,2,7,13,1,44
1505,2018-02-14,40300.0,2018,2,7,14,2,45
1506,2018-02-15,44896.0,2018,2,7,15,3,46
1507,2018-02-16,29714.0,2018,2,7,16,4,47
1508,2018-02-17,18252.0,2018,2,7,17,5,48
1509,2018-02-18,21884.0,2018,2,7,18,6,49
1510,2018-02-19,26065.0,2018,2,8,19,0,50
1511,2018-02-20,45259.0,2018,2,8,20,1,51
1512,2018-02-21,53998.0,2018,2,8,21,2,52
1513,2018-02-22,27538.0,2018,2,8,22,3,53
1514,2018-02-23,26172.0,2018,2,8,23,4,54
1515,2018-02-24,25974.0,2018,2,8,24,5,55
1516,2018-02-25,16419.0,2018,2,8,25,6,56
1517,2018-02-26,43404.0,2018,2,9,26,0,57
1518,2018-02-27,49378.0,2018,2,9,27,1,58
1519,2018-02-28,51587.0,2018,2,9,28,2,59
1520,2018-01-03,24768.0,2018,1,1,3,2,3
1521,2018-02-03,18686.0,2018,2,5,3,5,34
1522,2018-03-03,28785.0,2018,3,9,3,5,62
1523,2018-04-03,26444.0,2018,4,14,3,1,93
1524,2018-05-03,70300.0,2018,5,18,3,3,123
1525,2018-06-03,50993.0,2018,6,22,3,6,154
1526,2018-07-03,56121.0,2018,7,27,3,1,184
1527,2018-08-03,63468.0,2018,8,31,3,4,215
1528,2018-09-03,56082.0,2018,9,36,3,0,246
1529,2018-10-03,78474.0,2018,10,40,3,2,276
1530,2018-11-03,49335.0,2018,11,44,3,5,307
1531,2018-12-03,54267.0,2018,12,49,3,0,337
1532,2018-03-13,23638.0,2018,3,11,13,1,72
1533,2018-03-14,36121.0,2018,3,11,14,2,73
1534,2018-03-15,40270.0,2018,3,11,15,3,74
1535,2018-03-16,35573.0,2018,3,11,16,4,75
1536,2018-03-17,28111.0,2018,3,11,17,5,76
1537,2018-03-18,25540.0,2018,3,11,18,6,77
1538,2018-03-19,40018.0,2018,3,12,19,0,78
1539,2018-03-20,36273.0,2018,3,12,20,1,79
1540,2018-03-21,3847.0,2018,3,12,21,2,80
1541,2018-03-22,27437.0,2018,3,12,22,3,81
1542,2018-03-23,39221.0,2018,3,12,23,4,82
1543,2018-03-24,35016.0,2018,3,12,24,5,83
1544,2018-03-25,25988.0,2018,3,12,25,6,84
1545,2018-03-26,41117.0,2018,3,13,26,0,85
1546,2018-03-27,42124.0,2018,3,13,27,1,86
1547,2018-03-28,43321.0,2018,3,13,28,2,87
1548,2018-03-29,40125.0,2018,3,13,29,3,88
1549,2018-03-30,35407.0,2018,3,13,30,4,89
1550,2018-03-31,42430.0,2018,3,13,31,5,90
1551,2018-01-04,1974.0,2018,1,1,4,3,4
1552,2018-02-04,14234.0,2018,2,5,4,6,35
1553,2018-03-04,25646.0,2018,3,9,4,6,63
1554,2018-04-04,37454.0,2018,4,14,4,2,94
1555,2018-05-04,72449.0,2018,5,18,4,4,124
1556,2018-06-04,60184.0,2018,6,23,4,0,155
1557,2018-07-04,49562.0,2018,7,27,4,2,185
1558,2018-08-04,52174.0,2018,8,31,4,5,216
1559,2018-09-04,70046.0,2018,9,36,4,1,247
1560,2018-10-04,72254.0,2018,10,40,4,3,277
1561,2018-11-04,51014.0,2018,11,44,4,6,308
1562,2018-12-04,49260.0,2018,12,49,4,1,338
1563,2018-04-13,64571.0,2018,4,15,13,4,103
1564,2018-04-14,63741.0,2018,4,15,14,5,104
1565,2018-04-15,20788.0,2018,4,15,15,6,105
1566,2018-04-16,26759.0,2018,4,16,16,0,106
1567,2018-04-17,45547.0,2018,4,16,17,1,107
1568,2018-04-18,52051.0,2018,4,16,18,2,108
1569,2018-04-19,39060.0,2018,4,16,19,3,109
1570,2018-04-20,47872.0,2018,4,16,20,4,110
1571,2018-04-21,64572.0,2018,4,16,21,5,111
1572,2018-04-22,55272.0,2018,4,16,22,6,112
1573,2018-04-23,58904.0,2018,4,17,23,0,113
1574,2018-04-24,59631.0,2018,4,17,24,1,114
1575,2018-04-25,31852.0,2018,4,17,25,2,115
1576,2018-04-26,67195.0,2018,4,17,26,3,116
1577,2018-04-27,39929.0,2018,4,17,27,4,117
1578,2018-04-28,57551.0,2018,4,17,28,5,118
1579,2018-04-29,45560.0,2018,4,17,29,6,119
1580,2018-04-30,41882.0,2018,4,18,30,0,120
1581,2018-01-05,5093.0,2018,1,1,5,4,5
1582,2018-02-05,29627.0,2018,2,6,5,0,36
1583,2018-03-05,37564.0,2018,3,10,5,0,64
1584,2018-04-05,40589.0,2018,4,14,5,3,95
1585,2018-05-05,64442.0,2018,5,18,5,5,125
1586,2018-06-05,73479.0,2018,6,23,5,1,156
1587,2018-07-05,60823.0,2018,7,27,5,3,186
1588,2018-08-05,59554.0,2018,8,31,5,6,217
1589,2018-09-05,76586.0,2018,9,36,5,2,248
1590,2018-10-05,76109.0,2018,10,40,5,4,278
1591,2018-11-05,33652.0,2018,11,45,5,0,309
1592,2018-12-05,46944.0,2018,12,49,5,2,339
1593,2018-05-13,26407.0,2018,5,19,13,6,133
1594,2018-05-14,65998.0,2018,5,20,14,0,134
1595,2018-05-15,53865.0,2018,5,20,15,1,135
1596,2018-05-16,33558.0,2018,5,20,16,2,136
1597,2018-05-17,50730.0,2018,5,20,17,3,137
1598,2018-05-18,64314.0,2018,5,20,18,4,138
1599,2018-05-19,18396.0,2018,5,20,19,5,139
1600,2018-05-20,57976.0,2018,5,20,20,6,140
1601,2018-05-21,72616.0,2018,5,21,21,0,141
1602,2018-05-22,49558.0,2018,5,21,22,1,142
1603,2018-05-23,74044.0,2018,5,21,23,2,143
1604,2018-05-24,76291.0,2018,5,21,24,3,144
1605,2018-05-25,70753.0,2018,5,21,25,4,145
1606,2018-05-26,52572.0,2018,5,21,26,5,146
1607,2018-05-27,26263.0,2018,5,21,27,6,147
1608,2018-05-28,49961.0,2018,5,22,28,0,148
1609,2018-05-29,70517.0,2018,5,22,29,1,149
1610,2018-05-30,73777.0,2018,5,22,30,2,150
1611,2018-05-31,57028.0,2018,5,22,31,3,151
1612,2018-01-06,4370.0,2018,1,1,6,5,6
1613,2018-02-06,34743.0,2018,2,6,6,1,37
1614,2018-03-06,43421.0,2018,3,10,6,1,65
1615,2018-04-06,36257.0,2018,4,14,6,4,96
1616,2018-05-06,49824.0,2018,5,18,6,6,126
1617,2018-06-06,71367.0,2018,6,23,6,2,157
1618,2018-07-06,50690.0,2018,7,27,6,4,187
1619,2018-08-06,67335.0,2018,8,32,6,0,218
1620,2018-09-06,71727.0,2018,9,36,6,3,249
1621,2018-10-06,58227.0,2018,10,40,6,5,279
1622,2018-11-06,40696.0,2018,11,45,6,1,310
1623,2018-12-06,46848.0,2018,12,49,6,3,340
1624,2018-06-13,65749.0,2018,6,24,13,2,164
1625,2018-06-14,77408.0,2018,6,24,14,3,165
1626,2018-06-15,73956.0,2018,6,24,15,4,166
1627,2018-06-16,64342.0,2018,6,24,16,5,167
1628,2018-06-17,57227.0,2018,6,24,17,6,168
1629,2018-06-18,64917.0,2018,6,25,18,0,169
1630,2018-06-19,73729.0,2018,6,25,19,1,170
1631,2018-06-20,75619.0,2018,6,25,20,2,171
1632,2018-06-21,71556.0,2018,6,25,21,3,172
1633,2018-06-22,72626.0,2018,6,25,22,4,173
1634,2018-06-23,52035.0,2018,6,25,23,5,174
1635,2018-06-24,56873.0,2018,6,25,24,6,175
1636,2018-06-25,73392.0,2018,6,26,25,0,176
1637,2018-06-26,82442.0,2018,6,26,26,1,177
1638,2018-06-27,69206.0,2018,6,26,27,2,178
1639,2018-06-28,51587.0,2018,6,26,28,3,179
1640,2018-06-29,71417.0,2018,6,26,29,4,180
1641,2018-06-30,55769.0,2018,6,26,30,5,181
1642,2018-01-07,5730.0,2018,1,1,7,6,7
1643,2018-02-07,15603.0,2018,2,6,7,2,38
1644,2018-03-07,8335.0,2018,3,10,7,2,66
1645,2018-04-07,33818.0,2018,4,14,7,5,97
1646,2018-05-07,70249.0,2018,5,19,7,0,127
1647,2018-06-07,72055.0,2018,6,23,7,3,158
1648,2018-07-07,62035.0,2018,7,27,7,5,188
1649,2018-08-07,65959.0,2018,8,32,7,1,219
1650,2018-09-07,76185.0,2018,9,36,7,4,250
1651,2018-10-07,61649.0,2018,10,40,7,6,280
1652,2018-11-07,68447.0,2018,11,45,7,2,311
1653,2018-12-07,44163.0,2018,12,49,7,4,341
1654,2018-07-13,73734.0,2018,7,28,13,4,194
1655,2018-07-14,63789.0,2018,7,28,14,5,195
1656,2018-07-15,53331.0,2018,7,28,15,6,196
1657,2018-07-16,68707.0,2018,7,29,16,0,197
1658,2018-07-17,49713.0,2018,7,29,17,1,198
1659,2018-07-18,77414.0,2018,7,29,18,2,199
1660,2018-07-19,79643.0,2018,7,29,19,3,200
1661,2018-07-20,76157.0,2018,7,29,20,4,201
1662,2018-07-21,54777.0,2018,7,29,21,5,202
1663,2018-07-22,45191.0,2018,7,29,22,6,203
1664,2018-07-23,54289.0,2018,7,30,23,0,204
1665,2018-07-24,71388.0,2018,7,30,24,1,205
1666,2018-07-25,43965.0,2018,7,30,25,2,206
1667,2018-07-26,72660.0,2018,7,30,26,3,207
1668,2018-07-27,50303.0,2018,7,30,27,4,208
1669,2018-07-28,62765.0,2018,7,30,28,5,209
1670,2018-07-29,64778.0,2018,7,30,29,6,210
1671,2018-07-30,71145.0,2018,7,31,30,0,211
1672,2018-07-31,78032.0,2018,7,31,31,1,212
1673,2018-01-08,16144.0,2018,1,2,8,0,8
1674,2018-02-08,32155.0,2018,2,6,8,3,39
1675,2018-03-08,28746.0,2018,3,10,8,3,67
1676,2018-04-08,28899.0,2018,4,14,8,6,98
1677,2018-05-08,75697.0,2018,5,19,8,1,128
1678,2018-06-08,74180.0,2018,6,23,8,4,159
1679,2018-07-08,61643.0,2018,7,27,8,6,189
1680,2018-08-08,72275.0,2018,8,32,8,2,220
1681,2018-09-08,59364.0,2018,9,36,8,5,251
1682,2018-10-08,59191.0,2018,10,41,8,0,281
1683,2018-11-08,64700.0,2018,11,45,8,3,312
1684,2018-12-08,30019.0,2018,12,49,8,5,342
1685,2018-08-13,45478.0,2018,8,33,13,0,225
1686,2018-08-14,65219.0,2018,8,33,14,1,226
1687,2018-08-15,74779.0,2018,8,33,15,2,227
1688,2018-08-16,72503.0,2018,8,33,16,3,228
1689,2018-08-17,64804.0,2018,8,33,17,4,229
1690,2018-08-18,58244.0,2018,8,33,18,5,230
1691,2018-08-19,46724.0,2018,8,33,19,6,231
1692,2018-08-20,69119.0,2018,8,34,20,0,232
1693,2018-08-21,76888.0,2018,8,34,21,1,233
1694,2018-08-22,74276.0,2018,8,34,22,2,234
1695,2018-08-23,75461.0,2018,8,34,23,3,235
1696,2018-08-24,74448.0,2018,8,34,24,4,236
1697,2018-08-25,65853.0,2018,8,34,25,5,237
1698,2018-08-26,62038.0,2018,8,34,26,6,238
1699,2018-08-27,69203.0,2018,8,35,27,0,239
1700,2018-08-28,68209.0,2018,8,35,28,1,240
1701,2018-08-29,67481.0,2018,8,35,29,2,241
1702,2018-08-30,69449.0,2018,8,35,30,3,242
1703,2018-08-31,60155.0,2018,8,35,31,4,243
1704,2018-01-09,25505.0,2018,1,2,9,1,9
1705,2018-02-09,32148.0,2018,2,6,9,4,40
1706,2018-03-09,35437.0,2018,3,10,9,4,68
1707,2018-04-09,41315.0,2018,4,15,9,0,99
1708,2018-05-09,79843.0,2018,5,19,9,2,129
1709,2018-06-09,66478.0,2018,6,23,9,5,160
1710,2018-07-09,71724.0,2018,7,28,9,0,190
1711,2018-08-09,73625.0,2018,8,32,9,3,221
1712,2018-09-09,20330.0,2018,9,36,9,6,252
1713,2018-10-09,75468.0,2018,10,41,9,1,282
1714,2018-11-09,37157.0,2018,11,45,9,4,313
1715,2018-12-09,27693.0,2018,12,49,9,6,343
1716,2018-09-13,75586.0,2018,9,37,13,3,256
1717,2018-09-14,75869.0,2018,9,37,14,4,257
1718,2018-09-15,72461.0,2018,9,37,15,5,258
1719,2018-09-16,70917.0,2018,9,37,16,6,259
1720,2018-09-17,72885.0,2018,9,38,17,0,260
1721,2018-09-18,54377.0,2018,9,38,18,1,261
1722,2018-09-19,76047.0,2018,9,38,19,2,262
1723,2018-09-20,78432.0,2018,9,38,20,3,263
1724,2018-09-21,76566.0,2018,9,38,21,4,264
1725,2018-09-22,70420.0,2018,9,38,22,5,265
1726,2018-09-23,56505.0,2018,9,38,23,6,266
1727,2018-09-24,73278.0,2018,9,39,24,0,267
1728,2018-09-25,25954.0,2018,9,39,25,1,268
1729,2018-09-26,69582.0,2018,9,39,26,2,269
1730,2018-09-27,76982.0,2018,9,39,27,3,270
1731,2018-09-28,58437.0,2018,9,39,28,4,271
1732,2018-09-29,70592.0,2018,9,39,29,5,272
1733,2018-09-30,67478.0,2018,9,39,30,6,273
1734,2018-01-10,28761.0,2018,1,2,10,2,10
1735,2018-02-10,16588.0,2018,2,6,10,5,41
1736,2018-03-10,25859.0,2018,3,10,10,5,69
1737,2018-04-10,43926.0,2018,4,15,10,1,100
1738,2018-05-10,68687.0,2018,5,19,10,3,130
1739,2018-06-10,42345.0,2018,6,23,10,6,161
1740,2018-07-10,74193.0,2018,7,28,10,1,191
1741,2018-08-10,71177.0,2018,8,32,10,4,222
1742,2018-09-10,24705.0,2018,9,37,10,0,253
1743,2018-10-10,78453.0,2018,10,41,10,2,283
1744,2018-11-10,38074.0,2018,11,45,10,5,314
1745,2018-12-10,43652.0,2018,12,50,10,0,344
1746,2018-10-13,55270.0,2018,10,41,13,5,286
1747,2018-10-14,54748.0,2018,10,41,14,6,287
1748,2018-10-15,59688.0,2018,10,42,15,0,288
1749,2018-10-16,67270.0,2018,10,42,16,1,289
1750,2018-10-17,68354.0,2018,10,42,17,2,290
1751,2018-10-18,62124.0,2018,10,42,18,3,291
1752,2018-10-19,65369.0,2018,10,42,19,4,292
1753,2018-10-20,56714.0,2018,10,42,20,5,293
1754,2018-10-21,39436.0,2018,10,42,21,6,294
